ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,Description
Ilomantsi1944,Finland,62.6678853,30.939491,468,Ilomantsi,1944,"['Soviet', 'Finland', 'Ihantala', 'Russia', 'Finland']",World War II,Finland,USSR,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p459",,,Battle of Ilomantsi can refer to two battles:
Inverurie1745,United Kingdom,57.283474,-2.373995,473,Inverurie,1745,"['Jacobite', 'Culcain']",Jacobite Rebellion,Jacobites,United Kingdom,,,1.0,Land,,Battle followed by massacre,"Encyclopedia of Warfare, Showalter, 2014, p428",,,"The Battle of Inverurie was fought on 23 December 1745 at Inverurie, Aberdeenshire, Scotland, during the Jacobite rising of 1745."
Isaszeg1849,Hungary,47.5353306,19.3977809,476,Isaszeg,1849,"['Hungarian', 'Hatvan', 'Hungarians', 'Budapest', 'Habsburgs']",Hungarian Revolutionary Wars,Hungarian Rebels,Habsburg Empire,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p120-121",,,There have been two Battles of Isaszeg in history of Hungary:
"Jackson, Tennessee1862",United States,35.629381,-88.7681551,481,"Jackson, Tennessee",1862,"['Jackson', 'Tennessee', 'American', 'Tennessee', 'Lexington', 'Jackson']",American Civil War,United States,Confederate States of America,,,1.0,Land,,No,https://www.battlefields.org/learn/civil-war/battles/jackson,,,"The Battle of Jackson, also known as the Battle of Salem Cemetery, was fought on December 19, 1862, in Madison County, Tennessee, during the American Civil War."
Jaffna1619,Sri Lanka,9.6614981,80.0255465,482,Jaffna,1619,"['Portuguese', 'Portuguese', 'Jaffna', 'Ceylon', 'Colombo', 'Cankili']",Later Portuguese Colonial Wars,Portugal,Jaffna,,,,Land,,No,,,,Battle of Jaffna may refer to battles of the Sri Lankan Civil War:
Jalula637,Iraq,34.2737043,45.1658261,484,Jalula,637,"['Muslim', 'Iraq', 'Persian', 'Baghdad', 'Muslim', 'Hashim', 'Utbah', 'Persia', 'Iraq']",Muslim Conquest of Iraq,Muslim Caliphate,Persia,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p181",,,The Battle of Jalula was fought between the Sasanian Empire and the Rashidun Caliphate soon after conquest of Ctesiphon.
Jeddah1813,Saudi Arabia,21.485811,39.1925048,"Showalter, p480",Jeddah,1813,,Ottoman Saudi War 1811,Ottoman Empire,House of Saud,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p480",,,The capture of Jeddah happened in 1813 at the west Arabian port city of Jeddah as part of the Ottoman–Saudi War.
Jenin1948,West Bank and Gaza,32.4646353,35.2938591,489,Jenin,1948,"['Israeli', 'Iraqi', 'Jordan', 'Jenin', 'Israeli', 'Haifa', 'Iraqis', 'Jenin']",Israeli War of Independence,Israel,Iraq,,,,Land,,No,,,,"The Battle of Jenin (31 May – 4 June 1948) was fought between Israel and Iraq, along with Arab irregular forces, during the 1948 Arab–Israeli War."
Jiangling1236,China,30.041822,112.424664,492,Jiangling,1236,"['China', 'China', 'Hubei', 'Jingzhou']",Mongol Conquest of China,Southern Song,Mongols,,,,Land,,No,,,,Battle of Jiangling can refer to two battles in the Three Kingdoms period of China:
Kabul1992,Afghanistan,34.5553494,69.207486,500,Kabul,1992,"['Afghan', 'Soviet', 'Russian', 'Mujahaden', 'Kabul', 'Afghanistan', 'Kabul']",Afghan Civil War,Afghan Mujahideen,Afghan Communists,,,,Land,,No,,,,The Battle of Kabul was a series of intermittent battles and sieges over the city of Kabul during the period of 1992–1996.
Kafir Qala1818,Afghanistan,34.7669384,74.6072854,501,Kafir Qala,1818,"['Persian', 'Persian', 'Afghan', 'Kamrans']",Persian Afghan Wars,Afghanistan,Persia,,,,Land,,No,,,,"The Battle of Kafir Qala (Persian: نبرد کافر قلعه, romanized: Nabard-e Kāfir Qal'ah) was fought in June 1818 between Iran and the Durrani Empire. "
Kamakura1333,Japan,35.3192254,139.5466868,505,Kamakura,1333,"['Kyoto', 'Kamakura', 'Japanese']",Genko War,Emperor of Japan,Dictator Takatoki,,,,Land,,No,,,,"The city of Kamakura, in what is now Japan's Kanagawa Prefecture, was besieged twice:"
Kamakura1335,Japan,35.3192254,139.5466868,505,Kamakura,1335,['Hojo'],Ashikaga Rebellion,Emperor of Japan,Ashikaga Rebels,,,,Land,,No,,,,"The city of Kamakura, in what is now Japan's Kanagawa Prefecture, was besieged twice:"
Kano1903,Nigeria,12.0021794,8.5919561,510,Kano,1903,"['British', 'British', 'Keffi', 'African', 'Fulani', 'British']",British Conquest of Northern Nigeria,United Kingdom,Emirate of Kano,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p351",,,The Battle of Kano was an important battle in 1903 between the British Empire and the Sokoto Caliphate's Kano Emirate in what is now Northern Nigeria.
Kashgar1218,China,39.467685,75.99379,514,Kashgar,1218,"['Chinese', 'Kuchlug', 'Naiman', 'Lake Balkash', 'Kuchlug', 'Kashgar']",Conquests of Genghis Khan,Mongols,Naiman,,,,Land,,Battle followed by massacre,,,,"There were two battles of Kashgar, The battles were fought at the old city of Kashgar (as opposed to the ""new city"") in Xinjiang."
Kassel1762,Germany,51.3127114,9.4797461,515,Kassel,1762,"['French', 'Amoneburg', 'Hesse', 'Kassel', 'French']",Seven Years War,Prussia,France,,,,Land,,No,,,,"The Battle of Cassel may refer to one of several battles near the town of Cassel, Nord, France:"
Kauhajoki1808,Finland,62.4363332,22.1875413,516,Kauhajoki,1808,"['Napoleonic', 'Russo', 'Finland', 'Swedish', 'Kauhajoki', 'Russian', 'Russians']",Napoleonic Wars (Russo-Swedish War),Sweden,Russia,,,,Land,,No,,,,"The Battle of Kauhajoki was fought between Swedish and Russian troops on August 10, 1808."
Kazan1487,Russia,55.8304307,49.0660806,517,Kazan,1487,"['Moscow', 'Mehmet', 'Mehmet', 'Moscow']",Russia's Volga Wars,Russia,Kazar Khanate,,,,Land,,No,,,,The Battle of Kazan may refer to the following:
Kazan1552,Russia,55.8304307,49.0660806,517,Kazan,1552,"['Russian Tsar', 'Russia', 'Astrakhan']",Russia's Volga Wars,Russia,Kazar Khanate,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p22",,,The Battle of Kazan may refer to the following:
Kazan1774,Russia,55.8304307,49.0660806,517,Kazan,1774,"['Tatishchevo', 'Volga', 'Kazan']",Pugachev Rebellion,Russia,Cossack Rebels,,,2.0,Land,,Battle followed by massacre,"Clodfelter, Warfare and Armed Conflict, p94",,,The Battle of Kazan may refer to the following:
Kazan1918,Russia,55.8304307,49.0660806,517,Kazan,1918,"['Czech', 'Kazan', 'Russian', 'Czech']",Russian Civil War,"White Russians, Czech Legion",Bolsheviks,,,,Land,,No,,,,The Battle of Kazan may refer to the following:
Kernstown1862,United States,39.1467144,-78.1977698,521,Kernstown,1862,"['Shenandoah', 'Kernstown', 'Virginia']",American Civil War,United States,Confederate States of America,,,2.0,Land,,No,"Encyclopedia of Battles, Eggenberger, p218",,,"The Battle of Kernstown may refer to one of two battles during the American Civil War, both fought in the general vicinity of Kernstown, Virginia:"
Kernstown1864,United States,39.1451051,-78.1891676,521,Kernstown,1864,"['Kernstown', 'Winchester', 'Virginia']",American Civil War,Confederate States of America,United States,,,2.0,Land,,No,https://www.battlefields.org/learn/civil-war/battles/second-battle-kernstown,,,"The Battle of Kernstown may refer to one of two battles during the American Civil War, both fought in the general vicinity of Kernstown, Virginia:"
Khan Baghdadi1918,Iraq,33.8779758,42.5080989,523,Khan Baghdadi,1918,"['Ramadi', 'Anglo-Indian', 'Baghdad', 'Turkish']",World War I,United Kingdom,Ottoman Empire,,,2.0,Land,,No,,1,,The action of Khan Baghdadi was an engagement during the Mesopotamian campaign in World War I.
Kharda1795,India,18.6365798,75.4767099,524,Kharda,1795,"['Hyderabad', 'British']",Maratha Territorial Wars,"Marathas, Tukaji Hulkar, Berar",Hyderabad,,,4.0,Land,,No,,,,"The Battle of Kharda also called the Battle of Khurla, took place in 1795 between the Nizamate of Hyderabad and the Maratha Confederacy, in which the Nizam was defeated."
Khorramshahr1980,Iran,30.4256219,48.1891185,527,Khorramshahr,1980,"['Iraq', 'Iraqi', 'Khorramshahr', 'Khorramshahr', 'Iran']",Iraq-Iran War,Iraq,Iran,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p588",1,,Battle of Khorramshahr may refer to two battles during the Iran–Iraq War:
Khorramshahr1982,Iran,30.4256219,48.1891185,527,Khorramshahr,1982,"['Iraq', 'Iran', 'Iraqi', 'Iraqi', 'Iran']",Iraq-Iran War,Iran,Iraq,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p588",,,Battle of Khorramshahr may refer to two battles during the Iran–Iraq War:
Kilmallock1922,Ireland,52.3986564,-8.5709354,531,Kilmallock,1922,"['Irish', 'Republicans']",Irish Civil War,Irish Free State,Irish Republicans,,,,Land,,No,,,,"The Battle of Kilmallock took place between 25 July and 5 August 1922 in County Limerick, Ireland. It was one of the largest engagements of the Irish Civil War."
Kinburn1787,Ukraine,46.507555,31.778783,532,Kinburn,1787,"['Turkish', 'Russia', 'Kinburn', 'Russian', 'Turks']",Catherine the Great's 2nd Turkish War,Russia,Ottoman Empire,,,1.0,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p94",,,Battle of Kinburn may refer to several battles fought at Kinburn:
Kinburn1855,Ukraine,46.507555,31.778783,532,Kinburn,1855,"['Russian', 'Anglo', 'Odessa']",Crimean War,"United Kingdom, France",Russia,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p658",,,Battle of Kinburn may refer to several battles fought at Kinburn:
Kock1939,Poland,51.64122,22.44796,537,Kock,1939,"['Warsaw', 'Polish', 'German', 'Poland']",World War II,Germany,Poland,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p435",1,,"There were at least four important battles fought in the vicinity of Kock, Poland:"
Kokonsaari1808,Finland,61.766667,28.7644783,538,Kokonsaari,1808,"['Napoleonic', 'Vasa', 'Russian', 'Swedish', 'Russians', 'Swedish', 'Swedes', 'Kokumbona', 'Gifu', 'Kokumbona']",Napoleonic Wars (Russo-Swedish Wars),Russia,Sweden,,,,Land,,No,,,,The Battle of Kokonsaari was fought between Swedish and Russian forces at Kokonsaari in Finland on 11 July 1808 during the Finnish War.
Kolberg1774,Poland,54.1759173,15.5832667,538,Kolberg,1774,"['Prussian', 'Pomerania', 'Russian', 'Russians', 'Russian']",Seven Years War,Prussia,Russia,,,,Land,,No,,,,Battle of Kolberg or Colberg may refer to
Kolberg1760,Poland,54.1759173,15.5832667,538,Kolberg,1760,"['Russian', 'Prussian', 'Pomerania']",Seven Years War,Russia,Prussia,,,,Land,,No,,,,Battle of Kolberg or Colberg may refer to
Kolberg1807,Poland,54.1751721,15.5297816,"Showalter, p521",Kolberg,1807,,Napoleonic Wars (4th Coalition),France,Prussia,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p520",,,Battle of Kolberg or Colberg may refer to
Komarom1594,Hungary,47.7390852,18.1267006,539,Komarom,1594,"['Austrian', 'Hungary', 'Ottoman']",Turkish-Habsburg Wars,Habsburg Empire,Ottoman Empire,,,,Land,,No,,,,The Battle of Komárom may refer to any of the following battles between Hungarian and Austrian forces:
Komarom1849,Hungary,47.7390852,18.1267006,539,Komarom,1849,"['Hungarian', 'Russia', 'Hungary', 'Austria', 'Hungarian', 'Russian', 'Austrian']",Hungarian Revolutionary War,"Austria, Russia",Hungarian Rebels,,,,Land,,No,,,,The Battle of Komárom may refer to any of the following battles between Hungarian and Austrian forces:
Kombi1647,Angola,-9.6280651,14.2526037,"Showalter, p399",Kombi,1647,,Dutch-Portuguese Colonial Wars,"Netherlands, Ndongo",Portugal,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p399",,,The Battle of Kombi was a decisive battle in the war between Ndongo-Matamba and Portugal during the Dutch period of Angolan history.
Koregaon1818,India,18.6485712,74.0623244,542,Koregaon,1818,"['Kirkee', 'British', 'Poona', 'Bhima']",3rd British-Maratha War,United Kingdom,Marathas,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p134",,,"The Battle of Koregaon  was fought on 1 January 1818 between the British East India Company and the Peshwa faction of the Maratha Confederacy, at Koregaon Bhima."
Koromogawa1189,Japan,37.0574131,136.2720229,542,Koromogawa,1189,['Japan'],Gempei War,Fujiwara Clan,Minamoto Clan,,,,Land,,No,,,,The Battle of Koromo River took place during the opening years of the Kamakura period (12th century) of Japan.
Krusevac1454,Serbia,43.5763232,21.3335812,549,Krusevac,1454,"['Turkish', 'Serbia', 'Hungarian', 'Belgrade', 'Rasina', 'Ottoman']",Turkish-Hungarian Wars,Hungary,Ottoman Empire,,,,Land,,No,,,,"The Battle of Kruševac was fought on October 2, 1454 between the forces of the Serbian Despotate, allied with the Kingdom of Hungary, and the Ottoman Empire."
Kulm1813,Czech Republic,50.6997248,13.9396517,551,Kulm,1813,"['Dresden', 'French', 'Austrian', 'Prussian-Russian', 'Bohemia', 'Vandamme']",Napoleonic Wars (War of Liberation),"Austria, Russia, Prussia",France,,,4.0,Land,,No,"The Field and the Forge, Landers, p392",,,See Battle of Chlumec for the 1126 battle at Kulm
La Carbonera1866,Mexico,17.38194,-96.9220887,558,La Carbonera,1866,"['Austrian', 'Republican', 'Austrians']",Mexican-French War,Mexican Republicans,Habsburg Empire,,,,Land,,No,,,,The Battle of La Carbonera was fought on 18 October 1866 during the Second French intervention in Mexico.
Lafourche Crossing1863,United States,29.7667077,-90.7668638,560,Lafourche Crossing,1863,"['American', 'Louisiana', 'Brashear City']",American Civil War,United States,Confederate States of America,,,,Land,,No,,,,The Battle of LaFourche Crossing (also spelled Lafourche Crossing) took place in 
Lahore1241,Pakistan,31.5203696,74.3587473,561,Lahore,1241,"['Afghanistan', 'Punjab', 'Lahore', 'Delhi', 'Mongols']",Mongol Invasions of India,Mongols,Delhi Sultanate,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p138-139",,,Battle of Lahore may refer to the following:
Lahore1712,Pakistan,31.5203696,74.3587473,561,Lahore,1712,['Lahore'],Mughal Wars of Succession,Jahandar Shah,"Rafi al-Shan, Jahan Shah",,,,Land,,No,,,,Battle of Lahore may refer to the following:
Lahore1752,Pakistan,31.5203696,74.3587473,561,Lahore,1752,"['Indian', 'Manupur', 'Afghan']",Indian Campaigns of Ahmad Shah,Afghanistan,Mughal Empire,,,,Land,,No,,,,Battle of Lahore may refer to the following:
Lahore1759,Pakistan,31.5203696,74.3587473,562,Lahore,1759,"['Indian', 'Mughal    Empire', 'Afghan', 'Lahore', 'Sikhs', 'Afghan', 'Punjab', 'Sikhs', 'Delhi']",Indian Campaigns of Ahmad Shah,Afghanistan,Punjab,,,,Land,,No,,,,Battle of Lahore may refer to the following:
Lahore1965,Pakistan,31.5203696,74.3587473,562,Lahore,1965,"['Pakistani', 'Chhamb', 'India', 'Lahore', 'Pakistani', 'Indian', 'Lahore']",2nd Indo-Pakistan War,India,Pakistan,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p889; An Indian Corps vs a Pakistani brigade",1,,Battle of Lahore may refer to the following:
Laings Nek1881,South Africa,-27.4646111,29.8826891,562,Laings Nek,1881,"['British', 'Bronkhorstspruit']",1st Anglo-Boer War,Transvaal,United Kingdom,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p715; https://www.battlefieldsregionguides.co.za/place/the-battle-of-langs-laings-nek/; Encyclopedia of Military History, Dupuy and Dupuy, p851",,1.0,The Battle of Laing's Nek was a major battle fought at Laing's Nek during the First Boer War on 28 January 1881.
Lake Vadimo-310,Italy,42.4876837,12.3174227,565,Lake Vadimo,-310,"['Rome', 'Etruscans', 'Rome', 'Rome', 'Etruscan']",2nd Samnite War,Rome,"Samnites, Etruria",,,,Land,,No,,,,The Battle of Lake Vadimo may refer to battles:
Lake Vadimo-283,Italy,42.4876837,12.3174227,565,Lake Vadimo,-283,"['Roman', 'Arretium', 'Etruscans', 'Rome', 'Etruscan', 'Senone']",Later Roman Etruscan War,Rome,"Gallic Senones, Etruria",,,,Land,,No,,,,The Battle of Lake Vadimo may refer to battles:
Landshut1760,Germany,50.7846203,15.9995633,567,Landshut,1760,"['Prussian', 'Breslau', 'Silesia', 'Prussia', 'Austrian']",Seven Years War,Habsburg Empire,Prussia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p446",,,The Battle of Landeshut was an engagement fought on 23 June 1760 during the Third Silesian War (part of the Seven Years' War).
Langensalza1866,Germany,51.0770627,10.5793237,568,Langensalza,1866,"['Austrian', 'Prussian', 'Erfurt', 'Prussian', 'Prussia', 'Bavaria']",Seven Weeks War,Hanover,Prussia,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p697",,,Battle of Langensalza can refer to
Langport1645,United Kingdom,51.038134,-2.828719,568,Langport,1645,['British'],British Civil Wars,Parliamentarians,Royalists,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p394",,,"The Battle of Langport took place on 10 July 1645 during the First English Civil War, near Langport in Somerset. "
Las Piedras1811,Uruguay,-34.716667,-56.216667,573,Las Piedras,1811,"['Las Piedras', 'Montevideo', 'Uruguay', 'Las     ', 'Spanish', 'Artigas', 'Portuguese']",Argentine War of Independence,Argentine Rebels,Spain,,,,Land,,No,,,,"The Battle of Las Piedras was fought on May 18, 1811 as part of the Uruguayan struggle for independence."
Laswari1803,India,27.556789,76.9324803,573,Laswari,1803,"['Delhi', 'Agra', 'British', 'Gwalior', 'Alwar', 'India']",2nd British Maratha War,United Kingdom,Marathas,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p483",,,"The Battle of Laswari took place on 1 November 1803 near Laswari village, Alwar. It was part of the Second Anglo-Maratha War."
La Trinidad1827,Honduras,14.7157,-87.6717,574,La Trinidad,1827,"['Central American', 'Honduras', 'La', 'Trinidad', 'El Salvador']",Central American National Wars,Honduras,Central American Federation,,,,Land,,No,,,,"The Battle of La Trinidad occurred in Honduras in 1827, during the revolutionary period in Central America between 1811 and 1844."
La Victoria1812,Venezuela,10.2240963,-67.3411383,"Clodfelter, p310",La Victoria,1812,,Venezuelan War of Independence,Spain,Venezuelan Rebels,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p310",,,"The Battle of La Victoria occurred on 20 and 29 June 1812, in La Victoria, Venezuela."
Le Bourget (1st)1870,France,48.936752,2.425377,576,Le Bourget (1st),1870,"['Paris', 'Paris', 'German', 'French']",Franco-Prussian War,Prussia,France,,,,Land,,No,,,,"The First battle of Le Bourget was part of the siege of Paris during the Franco-Prussian War, fought between 27 and 30 October 1870."
Leghorn1653,Italy,43.5586949,9.9212863,577,Leghorn,1653,"['Dutch', 'Italy', 'English', 'Appleton']",1st Dutch War,Netherlands,England,,,,Sea,,No,,,,"The naval Battle of Leghorn  took place on 4 March 1653 (14 March Gregorian calendar),"
Le Mans1793,France,47.9818833,0.1256613,579,Le Mans,1793,"['French', 'Angers', 'Republican', 'Vendeeans']",French Revolutionary Wars,France,Vendeen Rebels,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p501",,,The Battle of Le Mans was a German victory during the Franco-Prussian War that ended French resistance in western France.
Le Mans1871,France,47.9818833,0.1256613,579,Le Mans,1871,"['German', 'Prince Friedrich', 'Mecklenburg', 'Chanzy']",Franco-Prussian War,Prussia,France,,,4.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p706",,,The Battle of Le Mans was a German victory during the Franco-Prussian War that ended French resistance in western France.
Lemo1808,Finland,60.5686138,21.9616221,"Showalter, p567",Lemo,1808,,Napoleonic Wars (Russo-Swedish War),Russia,Sweden,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p567",,,The Battle of Lemo was fought during the Finnish War between Sweden and Russia on 19–20 June 1808 (Julian calendar 7–8 June).
Liegnitz1241,Poland,51.2070067,16.1553231,585,Liegnitz,1241,"['Baidur', 'Poland', 'Cracow', 'German', 'Polish']",Mongol Invasion of Europe,Mongols,"Holy Roman Empire, Poland",,,2.0,Land,,No,"Hutchinson Dictionary of Ancient and Medieval Warfare, 'Liegnitz, Battle of'",,,"Two military engagements are known as the Battle of Liegnitz or Battle of Legnica after the Silesian town of Liegnitz - Legnica, in south-western Poland:"
Liegnitz1760,Poland,51.2070067,16.1553231,586,Liegnitz,1760,"['Prussian', 'Austrians', 'Russians', 'Austrians', 'Berlin']",Seven Years War,Prussia,Austria,,,3.0,Land,,No,"The Field and the Forge, Landers, p389",,,"Two military engagements are known as the Battle of Liegnitz or Battle of Legnica after the Silesian town of Liegnitz - Legnica, in south-western Poland:"
Lille1667,France,50.62925,3.057256,586,Lille,1667,"['Spain', 'France', 'Spanish', 'Netherlands', 'French', 'Spanish']",War of Devolution,France,Spain,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p45",,,"There have been several sieges of Lille, France:"
Lille1708,France,50.62925,3.057256,586,Lille,1708,['French'],War of the Spanish Succession,"United Kingdom, Habsburg Empire",France,,,3.0,Land,,No,"The Field and the Forge, Landers, p400",,,"There have been several sieges of Lille, France:"
Lille1792,France,50.62925,3.057256,586,Lille,1792,"['French', 'France', 'Austrian', 'French', 'Dumouriez', 'Austrians', 'Jemappes']",French Revolutionary Wars (1st Coalition),France,Austria,,,,Land,,No,,,,"There have been several sieges of Lille, France:"
Lincoln1141,United Kingdom,53.230688,-0.540579,588,Lincoln,1141,"['English', 'England']",English Period of Anarchy,"Robert of Gloucester, Princess Matilda",King Stephen of England,,,,Land,,No,,,,The Battle of Lincoln may refer to one of the following:
Lincoln1217,United Kingdom,53.230688,-0.540579,588,Lincoln,1217,"['England', 'Prince Louis']",English Baron's War,England,Rebel English Barons,,,,Land,,No,,,,The Battle of Lincoln may refer to one of the following:
Lingzhou1226,China,37.934948,106.541733,Hutchinson,Lingzhou,1226,,Conquests of Genghis Khan,Mongols,Tangut Kingdom,,,4.0,Land,,No,"Hutchinson's Dictionary of Ancient and Medieval Warfare, ""Lingzhou, Siege of""; A Global Chronology of Conflict: From the Ancient World to the Modern Middle East, Spencer Tucker, p276",,,Mongol conquest of Western Xia: Mongol Empire sacks Lingzhou
Lisbon1147,Portugal,38.7222524,-9.1393366,590,Lisbon,1147,"['Christian', 'Portugal', 'Muslims', 'Portugal', 'Lisbon', 'German', 'Palestine']",Christian Reconquest of Portugal,"Portugal, English Crusaders, Flemish Crusaders, German Crusaders",Portuguese Muslims,,,2.0,Land and Sea,,Battle followed by massacre,"Encyclopedia of Warfare, Showalter, 2014, p218",,,The battles and sieges of Lisbon include:
Lissa1811,Croatia,42.9087373,16.3022543,590,Lissa,1811,"['Napoleonic', 'British', 'French', 'French', 'Dubourdieu']",Napoleonic Wars (5th Coalition),United Kingdom,"France, Venice",,,1.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p148",,,There have been three battles of Lissa:
Lissa1866,Italy,43.176389,16.053333,590,Lissa,1866,"['Austrian', 'Austrians', 'Italian']",3rd Italian War of Independence,Habsburg Empire,Italy,,,2.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p183",,,There have been three battles of Lissa:
Loyew1649,Belarus,51.9436016,30.7726618,"Showalter, p384",Loyew,1649,,Cossak Polish Wars,Poland,Cossack Rebels,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p384",,,Battle of Loyew (Łojów) can refer to two battles of the Khmelnytsky Uprising:
Lubny1596,Ukraine,50.0173168,32.9908442,603,Lubny,1596,"['Cossack-Polish', 'Poland', 'Ukrainian']",Cossack Polish Wars,Poles,Cossacks,,,,Land,,Battle followed by massacre,,1,,The Battle of Lubny - battle fought between insurgent Cossacks and Polish troops from 26 May to 7 June 1596 during the Nalyvaiko Uprising.
Luoyang328,China,34.620202,112.453926,606,Luoyang,328,"['Luoyang', 'China', 'Luoyang', 'Luoyang']",Wars of the Sixteen Kingdoms Era,Later Zhao,Xiongnu,,,4.0,Land,,No,"Hutchinson's Dictionary of Ancient and Medieval Warfare, ""Luoyang, Battle of""",,,"Siege of Luoyang can refer to any of the following sieges of the Chinese city of Luoyang, which served as imperial capital to a number of Chinese dynasties:"
Luoyang620,China,34.620202,112.453926,,Luoyang,620,"['China', 'Qianshui-']",Rise of the Tang Dynasty,Tang,Sui,,,,Land,,No,,,,"Siege of Luoyang can refer to any of the following sieges of the Chinese city of Luoyang, which served as imperial capital to a number of Chinese dynasties:"
Lutterberg1762,Germany,51.3751517,9.630497,607,Lutterberg,1762,"['Hesse', 'French', 'Kassel', 'French', 'Amoneburg']",Seven Years War,Prussia,"France, Saxony",,,,Land,,No,,,,"In the Second Battle of Lutterberg (19 July 1762), the Franco-Saxon contingent under General the Comte de Lusace were defeated by Prince Ferdinand."
Lutzen1813,Germany,51.2558562,12.1417687,608,Lutzen,1813,"['Leipzig', 'Russians']",Napoleonic Wars (War of Liberation),France,"Prussia, Russia",,,3.0,Land,,No,"The Field and the Forge, Landers, p392; Clodfelter, Warfare and Armed Conflict, p164",,,"In the Battle of Lützen (German: Schlacht von Großgörschen, 2 May 1813), Napoleon I of France defeated an allied army of the Sixth Coalition. "
Luxembourg1684,Luxembourg,49.815273,6.129583,608,Luxembourg,1684,"['Luxembourg', 'Spanish', 'Netherlands', 'France', 'Luxembourg', 'French', 'France']",Franco-Spanish War,France,Spain,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p47",,,Siege of Luxembourg may refer to
Luxembourg1794,Luxembourg,49.815273,6.129583,,Luxembourg,1794,"['French', 'French', 'Luxembourg', 'Austrian', 'Germany']",French Revolutionary Wars (1st Coalition),France,Habsburg Empire,,,,Land,,No,,,,Siege of Luxembourg may refer to
Lvov1675,Ukraine,49.839683,24.029717,"Clodfelter, p57",Lvov,1675,,Turkish Invasion of the Ukraine,"Ottoman Empire, Tatars",Poland,,,4.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p57",,,The Battle of Lwów or Battle of Lesienice or Battle of Lviv refers to a battle between the armies of Polish–Lithuanian Commonwealth
Maan1918,Jordan,30.220389,35.5467558,611,Maan,1918,"['Arab', 'Prince Feisal', 'Jafaar', 'Aqaba', 'British', 'Turkish', 'Amman', 'Arabs']",World War I,"Arab Rebels, United Kingdom",Ottoman Empire,,,,Land,,No,,,,"The Maan massacre was a reported massacre of Alawites in the village of Ma'an, Syria on 9 February 2014."
Maciejowice1794,Poland,51.6919243,21.5535126,612,Maciejowice,1794,"['Ukraine', 'Polish', 'Warsaw', 'Russian', 'Warsaw']",War of the 2nd Polish Partition,Russia,Polish Rebels,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p502",,,"The Battle of Maciejowice was fought on 10 October 1794, between Poland and the Russian Empire."
Maidstone1648,United Kingdom,51.270363,0.522699,617,Maidstone,1648,"['British', 'Rochester', 'Deptford', 'Dartford', 'Puritans']",British Civil Wars,Parliamentarians,Royalists,,,,Land,,No,,,,The Battle of Maidstone (1 June 1648) was fought in the Second English Civil War and was a victory for the attacking Parliamentarian troops over the defending Royalist forces.
Makin1942,Kiribati,3.371485,172.9850994,619,Makin,1942,"['Marines', 'the Gilbert Islands', 'Japanese', 'American', 'Japanese']",World War II,United States,Japan,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p508",,1.0,"The Battle of Makin was an engagement of the Pacific campaign of World War II, fought from 20 to 24 November 1943 on Makin Atoll in the Gilbert Islands."
