ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,Description
Nagal1858,India,31.3832213,76.3765753,705,Nagal,1858,"['Indian', 'Roorkee', 'Nagina']",Indian Mutiny  ,United Kingdom,Indian Rebels,,,,Land,,No,,,,No description available
Nagashimo1574,Japan,35.0938537,136.0595159,"Clodfelter, p29",Nagashimo,1574,,Japan's Era of the Warring States,Oda Nobunaga,Ikko-Ikki Buddhist Sect,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p29",,,No description available
Nagashino1575,Japan,34.9227917,137.5572777,705,Nagashino,1575,['Warring States'],Japans Era of the              Warring States,"Oda Nobunaga, Ieyasu",Shingen,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p330; Clodfelter, Warfare and Armed Conflict, p29",,,"The Battle of Nagashino (長篠の戦い, Nagashino no Tatakai) was a famous battle in Japanese history, fought in 1575 at Nagashino in Mikawa Province (present-day Nagashino, Shinshiro, Aichi Prefecture). The allied forces of Oda Nobunaga and Tokugawa Ieyasu (38,000) fought against Takeda Katsuyori's forces (15,000) and the allied forces won a crushing victory over the Takeda clan. As a result, Oda Nobunaga's unification of Japan was seen as certain."
Nagina1858,India,29.4426409,78.4326638,705,Nagina,1858,"['Indian', 'Nagal', 'Nagina', 'Multanis']",Indian Mutiny,United Kingdom,Indian Rebels,,,2.0,Land,,No,,,,No description available
Nagpur1817,India,21.1458004,79.0881546,705,Nagpur,1817,"['Nagpur', 'India', 'British', 'British', 'Sitibaldi', 'British', 'Nagpur']",3rd British Maratha War,United Kingdom,Nagpur,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p219",,,No description available
Nagy Sallo1849,Slovakia,48.0863595,18.4555998,705,Nagy Sallo,1849,"['Hungarian', 'Austrian', 'Hungary', 'Hatvan']",Hungarian Revolutionary War,Hungarian Rebels,Austria-Hungary,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p177",,,No description available
Nagyszollos1662,Ukraine,48.1463491,23.0302123,705,Nagyszollos,1662,['Transylvanian'],Transylvanian National Revolt ,Ottoman Empire,Transylvania,,,,Land,,No,,,,No description available
Nagyvarad1660,Romania,47.0465005,21.9189438,706,Nagyvarad,1660,"['Transylvanian', 'Turkish', 'Nagyvarad']",Transylvanian                   National Revolt ,Ottoman Empire,Transylvania,,,,Land,,No,,,,No description available
Naic1897,Philippines,14.2964865,120.792458,706,Naic,1897,"['Manila', 'Spanish', 'Naic', 'Puray']",Philippines War                      of Independence ,Spain,Philippine Rebels,,,,Land,,No,,,,"The Retreat to Montalban occurred during the Philippine Revolution after the 1897 Battle of Naic southwest of Cavite when Philippine General Emilio Aguinaldo's and his forces retreated to Puray, Montalban on June 14. The Spanish pursued the Katipunero forces retreating towards central Luzon, killing many of the revolutionaries. However, the retreat finally ended when Aguinaldo and the Filipinos won the Battle of Mount Puray, from which he would make his temporary headquarters, relocating it again to Norzagaray and Angat, until finally reaching the caves of Biak-na-Bato on June 24, 1897, and making it the new revolutionary headquarters."
Nairn1009,United Kingdom,57.586422,-3.8684751,706,Nairn,1009,"['Britain', 'Denmark', 'Viking', 'Scotland', 'Scotland']",Later Viking Raids on Britain,Denmark,Scotland,,,,Land,,No,,,,No description available
Najaf2003,Iraq,32.027376,44.3331165,706,Najaf,2003,"['American', 'Iraqi', 'Republican', 'Najaf', 'Iraqis', 'Iraq', 'Americans', 'Baghdad', 'Najaf']",2nd Gulf War,United States,Iraq,,,,Land,,No,,,,Battle of Najaf or Siege of Najaf may refer to several battles or sieges:
Najafghar1857,India,28.6090126,76.9854526,706,Najafghar,1857,"['Indian', 'British', 'Delhi', 'Delhi', 'Najafghar', 'Delhi']",Indian Mutiny,United Kingdom,Indian Rebels,,,2.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p184",,,No description available
Nakfa1977-1988,Eritrea,16.6633483,38.4771072,706,Nakfa,1977-1988,"['Eritrea', 'Ethiopian']",Eritrean War of Independence,Eritrea,Ethiopia,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p553",,,No description available
Naklo1109,Poland,53.141667,17.6,706,Naklo,1109,"['Polish', 'Poland', 'Zbigniew', 'Pomeranians']",Polish German Wars,Poland,Pomerania,,,,Land,,No,,,,The Battle of Nakło (1109) was fought between the forces of the Kingdom of Poland and Pomeranian tribes at Nakło nad Notecią. The Polish troops were led by Duke Bolesław III Wrymouth.
Naktong Bulge (1st)1950,South Korea,35.1117245,128.8478167,707,Naktong Bulge (1st),1950,"['American', 'South Korean', 'the Pusan Perimeter', 'North      Koreans']",Korean War,"United States, South Korea",North Korea,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p666",,,No description available
Naktong Bulge (2nd)1950,South Korea,35.1117245,128.8478167,707,Naktong Bulge (2nd),1950,"['North Korean', 'Pusan', 'Yongchon', 'American', 'South Korean', 'Seoul']",Korean War,"United States, South Korea",North Korea,,,4.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p666",,,No description available
Nalagarh1814,India,31.0445587,76.7047904,707,Nalagarh,1814,"['British', 'India', 'Punjab', 'Kalanga']",British-Gurkha War,United Kingdom,Nepal,,,,Land,,No,,,,No description available
Namabengo1905,Tanzania,-10.5552745,35.8648963,707,Namabengo,1905,"['German', 'Mahenge']",German Colonial Wars in Africa,,,,,2.0,Land,,No,,1,,No description available
Namasigue1907,Honduras,13.2101374,-87.1472765,707,Namasigue,1907,"['Namasigue', 'Nicaragua', 'Honduras', 'San Marcos', 'Namasigue', 'Honduran', 'Nicaraguan', 'Hondurans']",Nicaraguan Colonial War,Nicaragua,"El Salvador, Honduras",,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p372",,,No description available
Nam Dinh1883,Vietnam,20.4177536,106.1318773,707,Nam Dinh,1883,"['French', 'Vietnam', 'Hanoi', 'Chinese', 'French', 'Vietnamese', 'Hanoi']",French Conquest of Indo-China,"France, Vietnamese Levies","Vietnam, Chinese Mercenaries",,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p721",,,No description available
Nam Dong1964,Vietnam,12.9135224,111.6401016,707,Nam Dong,1964,"['Vietnam', 'Vietnamese', 'US', 'Australia']",Vietnam War,"United States, Australia, South Vietnam",Viet Cong,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p669",,,"The battle of Nam Đông took place from July 5–6, 1964 during the Vietnam War, when the Viet Cong (VC) and People's Army of Vietnam (PAVN) attacked the Nam Đông CIDG camp in an attempt to overrun it. During the battle, 57 South Vietnamese defenders, two Americans, an Australian Military advisor, and at least 62 attackers were killed."
Namka Chu1962,India,27.5883333,91.865278,707,Namka Chu,1962,"['Sino-Indian', 'India', 'Chinese']",Sino-Indian War,China,India,,,,Land,,No,,,,"The Battle of Namka Chu took place during the Sino-Indian War. After multiple border skirmishes, Chinese forces invaded Namka Chu, and won a victory. Namka Chu is a river that is along a major border dispute of China and India at the time."
Namozine Church1865,United States,37.2495949,-77.7249961,708,Namozine Church,1865,"['American', 'Virginia', 'Amelia Springs']",American Civil War,Draw,,United States,Confederate States of America,,Land,,No,,,,"The Battle of Namozine Church was an engagement in Amelia County, Virginia, between Union Army and Confederate States Army forces that occurred on April 3, 1865, during the Appomattox Campaign of the American Civil War. The battle was the first engagement between units of General Robert E. Lee's Confederate Army of Northern Virginia after that army's evacuation of Petersburg and Richmond, Virginia, on April 2, 1865, and units of the Union Army (Army of the Shenandoah, Army of the Potomac and Army of the James) under the immediate command of Maj. Gen. Philip Sheridan, who was still acting independently as commander of the Army of the Shenandoah, and under the overall direction of Union General-in-Chief Lt. Gen. Ulysses S. Grant. The forces immediately engaged in the battle were brigades of the cavalry division of Union Brig. Gen. and Brevet Maj. Gen. George Armstrong Custer, especially the brigade of Colonel and Brevet Brig. Gen. William Wells, and the Confederate rear guard cavalry brigades of Brig. Gen. William P. Roberts and Brig. Gen. Rufus Barringer and later in the engagement, Confederate infantry from the division of Maj. Gen. Bushrod Johnson."
Namsi1951,South Korea,40.066667,124.433333,708,Namsi,1951,"['Namsi Airfield', 'North      ', 'Korea', 'American']",Korean War,USSR,United States,,,1.0,Air,,No,,1,1.0,No description available
Nam Tha1962,Laos,20.0803221,102.2448374,708,Nam Tha,1962,"['Laotian', 'Laos', 'US', 'Thailand']",Laotian Civil War,Laotian Communists,Laotian Rightists,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p619",1,,No description available
Namur1692,Belgium,50.4673883,4.8719854,708,Namur,1692,"['French', 'Luxembourg', 'Namur', 'Netherlands', 'Vauban', 'Luxembourg', 'England', 'Holland']",War of the Grand Alliance,France,"England, Netherlands",,,3.0,Land,,No,"The Field and the Forge, Landers, p400",,,The siege of Namur can refer to a number of sieges of the city of Namur in Belgium:
Namur1695,Belgium,50.4673883,4.8719854,708,Namur,1695,"['Netherlands', 'French', 'England', 'Holland', 'Dutch', 'French']",War of the Grand Alliance,"England, Netherlands",France,,,4.0,Land,,No,"Namur, Sieges of (1692 and 1695)', Padraig Lenihan, Encyclopedia of War",,,The siege of Namur can refer to a number of sieges of the city of Namur in Belgium:
Namur1815,Belgium,50.4673883,4.8719854,708,Namur,1815,"['Waterloo', 'Prussian', 'Pirch', 'French', 'Namur', 'Pirchs']",Napoleonic Wars,France,Prussia,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p170",,,The siege of Namur can refer to a number of sieges of the city of Namur in Belgium:
Namur1914,Belgium,50.4673883,4.8719854,708,Namur,1914,"['Germans', 'Belgium', 'Belgians', 'Liege', 'French']",World War I,Germany,Belgium,,,4.0,Land,NMR1914,No,"Encyclopedia of Warfare, Showalter, 2014, p769; https://www.westpoint.edu/sites/default/files/inline-images/academics/academic_departments/history/WWI/WWOne06b.pdf for shapefile",,,The siege of Namur can refer to a number of sieges of the city of Namur in Belgium:
Namwon1597,South Korea,35.4035718,127.3712249,709,Namwon,1597,"['Japanese', 'Korea', 'Korea', 'Japanese', 'Namwon', 'Kwangju', 'Chinese', 'Koreans', 'Yi', 'Japanese', 'Seoul']",Japanese Invasion of Korea,Japan,"China, Korea",,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p357",,,No description available
Nanawa1933,Paraguay,-25.2953592,-57.6835793,709,Nanawa,1933,"['Paraguayan', 'Bolivians', 'German']",Chaco War,Paraguay,Bolivia,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p383",,,Battle of Nanawa can refer to two different battles during the Chaco War
Nanchang1363,China,28.682892,115.858197,709,Nanchang,1363,"['Han', 'Nanchang']",Rise of the Ming Dynasty,Ming,Han,,,,Sea,,No,,,,"The Battle of Nanchang (simplified Chinese: 南昌会战; traditional Chinese: 南昌會戰) was a military campaign fought around Nanchang, Jiangxi between the Chinese National Revolutionary Army and the Japanese Imperial Japanese Army in the Second Sino-Japanese War. It was the first major conflict to occur following the Battle of Wuhan."
Nanchang1853,China,28.682892,115.858197,709,Nanchang,1853,"['Nanjing', 'Anqing']",Taiping Rebellion,China,Taiping,,,,Land,,No,,,,"The Battle of Nanchang (simplified Chinese: 南昌会战; traditional Chinese: 南昌會戰) was a military campaign fought around Nanchang, Jiangxi between the Chinese National Revolutionary Army and the Japanese Imperial Japanese Army in the Second Sino-Japanese War. It was the first major conflict to occur following the Battle of Wuhan."
Nanchang1913,China,28.682892,115.858197,709,Nanchang,1913,"['Chinese', 'Republican', 'China', 'Jiangxi', 'Nanchang', 'Nanjing']",2nd Chinese Revolution,China,Kuomintang,,,,Land,,No,,,,"The Battle of Nanchang (simplified Chinese: 南昌会战; traditional Chinese: 南昌會戰) was a military campaign fought around Nanchang, Jiangxi between the Chinese National Revolutionary Army and the Japanese Imperial Japanese Army in the Second Sino-Japanese War. It was the first major conflict to occur following the Battle of Wuhan."
Nanchang1926,China,28.682892,115.858197,709,Nanchang,1926,"['Chinese', 'Nanchang', 'Nationalists', 'Hangzhou']",1st Chinese Revolutionary Civil War,Kuomintang,Warlord Sun Zhuanfang,,,,Land,,No,,,,"The Battle of Nanchang (simplified Chinese: 南昌会战; traditional Chinese: 南昌會戰) was a military campaign fought around Nanchang, Jiangxi between the Chinese National Revolutionary Army and the Japanese Imperial Japanese Army in the Second Sino-Japanese War. It was the first major conflict to occur following the Battle of Wuhan."
Nanchang1928,China,28.682892,115.858197,"Clodfelter, p361",Nanchang,1928,,2nd Chinese Revolutionary Civil War,Chinese Communists,Kuomintang,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p361",,,"The Battle of Nanchang (simplified Chinese: 南昌会战; traditional Chinese: 南昌會戰) was a military campaign fought around Nanchang, Jiangxi between the Chinese National Revolutionary Army and the Japanese Imperial Japanese Army in the Second Sino-Japanese War. It was the first major conflict to occur following the Battle of Wuhan."
Nanchang1939,China,28.682892,115.858197,709,Nanchang,1939,"['Sino-Japanese', 'Japan', 'Wuhan', 'Nanchang', 'Chinese', 'Nanchang', 'Okamura']",Sino-Japanese War,Japan,China,,,4.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p365",,,"The Battle of Nanchang (simplified Chinese: 南昌会战; traditional Chinese: 南昌會戰) was a military campaign fought around Nanchang, Jiangxi between the Chinese National Revolutionary Army and the Japanese Imperial Japanese Army in the Second Sino-Japanese War. It was the first major conflict to occur following the Battle of Wuhan."
Nancy1477,France,48.692054,6.184417,709,Nancy,1477,"['Burgundian-', 'Swiss', 'Switzerland', 'Morat', 'Strasbourg', 'Jarville']",Burgundian Swiss War,Switzerland,Burgundy,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p288",,,"The Battle of Nancy was the final and decisive battle of the Burgundian Wars, fought outside the walls of Nancy on 5 January 1477 by Charles the Bold, Duke of Burgundy, against René II, Duke of Lorraine, and the Swiss Confederacy."
Nancy1914,France,48.692054,6.184417,710,Nancy,1914,"['Lorraine', 'French', 'Luneville', 'Germans', 'German', 'French']",World War I,France,Germany,,,,Land,,No,,,,"The Battle of Nancy was the final and decisive battle of the Burgundian Wars, fought outside the walls of Nancy on 5 January 1477 by Charles the Bold, Duke of Burgundy, against René II, Duke of Lorraine, and the Swiss Confederacy."
Nancy1944,France,48.692054,6.184417,710,Nancy,1944,"['American', 'German', 'Americans']",World War II,United States,Germany,,,,Land,,No,,,,"The Battle of Nancy was the final and decisive battle of the Burgundian Wars, fought outside the walls of Nancy on 5 January 1477 by Charles the Bold, Duke of Burgundy, against René II, Duke of Lorraine, and the Swiss Confederacy."
Nandi Drug1791,India,13.4287741,77.614301,710,Nandi Drug,1791,"['Mysore', 'Britain', 'Cornwallis', 'Bangalore', 'Chik']",3rd British-Mysore War,United Kingdom,Mysore,,,,Land,,No,,,,No description available
Nanjing1129,China,32.060255,118.796877,710,Nanjing,1129,"['Kaifeng', 'Nanjing', 'Nanjing']",Jin-Song Wars,Jin,Southern Song,,,,Land,,No,,,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1356,China,32.060255,118.796877,710,Nanjing,1356,"['Nanjing', 'Han', 'Poyang', 'China']",Rise of the Ming Dynasty,Ming,Yuan,,,,Land,,No,,,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1659,China,32.060255,118.796877,710,Nanjing,1659,"['China', 'Manchu', 'Beijing', 'Nanjing', 'Taiwan', 'Fort Zeelandia']",Manchu Conquest of China,Manchu,Ming,,,4.0,Land,,No,,,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1853,China,32.060255,118.796877,710,Nanjing,1853,"['Anqing', 'Nanjing', 'Nanjing']",Taiping Rebellion,Taiping,China,,,5.0,Land,,Battle followed by massacre,"Encyclopedia of Warfare, Showalter, 2014, p651",,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1856,China,32.060255,118.796877,710,Nanjing,1856,"['Nanjing', 'Zhenjiang']",Taiping Rebellion,Taiping,China,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p228",,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1860,China,32.060255,118.796877,711,Nanjing,1860,"['Taiping', 'Hong Rengan', 'Zhenjiang', 'Nanjing', 'Nanjing', 'Nanjing', 'Yuhuatai', 'Taiping']",Taiping Rebellion,Taiping,China,,,4.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p229",,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1862-1864,China,32.060255,118.796877,711,Nanjing,1862-1864,"['Manchu', 'Republican', 'Nanjing', 'Yuhuatai', 'Nanjing', 'Beijing']",1st Chinese Revolution,Chinese Republicans,Qing,,,3.0,Land,,Battle followed by massacre,"Encyclopedia of Warfare, Showalter, 2014, p652-653; Autumn in the Heavenly Kingdom: China, the West and the Epic Story of the Taiping Civil War, Stephen Platt, Chapter 16",,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1911,China,32.060255,118.796877,711,Nanjing,1911,"['Chinese', 'Republican', 'China', 'Jiangxi', 'Nanchang', 'Nanjing']",2nd Chinese Revolution,China,Kuomintang,,,,Land,,Battle followed by massacre,,,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1913,China,32.060255,118.796877,711,Nanjing,1913,"['Chinese', 'Nationalist']",1st Chinese Revolutionary Civil War,,,,,,Land,,Battle followed by massacre,,,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1927,China,32.060255,118.796877,711,Nanjing,1927,[],1st Chinese Revolutionary Civil War,Kuomintang,Zhang Zongchang,,,,Land,,Battle followed by massacre,,,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1937,China,32.060255,118.796877,711,Nanjing,1937,"['Sino-Japanese', 'Japanese', 'Shanghai', 'Nanjing', 'Japanese', 'Xuzhou']",Sino-Japanese War,Japan,China,,,3.0,Land,,Battle followed by massacre,"Clodfelter, Warfare and Armed Conflict, p364",,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nanjing1949,China,32.060255,118.796877,711,Nanjing,1949,"['Chinese', 'Huaihai', 'Communist', 'Nanjing', 'Nationalist', 'Shanghai']",3rd Chinese Revolutionary Civil War,Chinese Communists,Chinese Nationalists,,,,Land,,No,,,,"The Battle of Nanking (or Nanjing) was fought in early December 1937 during the Second Sino-Japanese War between the Chinese National Revolutionary Army and the Imperial Japanese Army for control of Nanjing (Nanking), the capital of the Republic of China."
Nankou Pass1937,China,32.392222,110.1880893,"Clodfelter, p363",Nankou Pass,1937,,Sino-Japanese War,Japan,China,,,4.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p363",,,No description available
Nanning1939,China,22.817002,108.366543,712,Nanning,1939,"['Japanese', 'War                                          ', 'Japanese', 'Changsha', 'Hunan', 'Guangxi', 'Qinzhou', 'Binzhou', 'Chinese', 'Chongxi', 'Japan', 'Nanning']",Sino-Japanese War,China,Japan,,,4.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p365",,,No description available
Nanshan1904,China,22.533012,113.930475,712,Nanshan,1904,"['Jinzhou', 'Japanese', 'Nanshan', 'Lushun']",Russo-Japanese War,Japan,Russia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p740",,,"The Battle of Nanshan (南山の戦い, Nanzan no tatakai), also known as the battle of Jinzhou or Chinchou (‹See Tfd›Russian: Сражение при Цзинь-чжоу/Кинь-чжоу), was one of many vicious land battles of the Russo-Japanese War. It took place on 24–26 May 1904 across a two-mile-wide defense line across the narrowest part of the Liáodōng Peninsula, covering the approaches to Port Arthur and on the 116-meter high Nanshan Hill, the present-day Jinzhou District, north of the city center of Dalian, Liaoning, China."
Nantes1793,France,47.218371,-1.553621,712,Nantes,1793,"['French', 'Saumur', 'France', 'Vendeeans']",French Revolutionary War (Vendee),France,Vendeens,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p500",,,"The Battle of Nantes took place between Royalist and Republican French forces at Nantes on 29 June 1793 during the War in the Vendée.  It consisted of the siege of that town, and was a Republican victory.  Louis Marie Turreau wrote of it:"
Nantwich1644,United Kingdom,53.067185,-2.524102,712,Nantwich,1644,"['British', 'Anglo', 'Ireland']",British Civil Wars,Parliamentarians,Royalists,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p392",,,"The Battle of Nantwich was fought on 25 January 1644 in Cheshire during the First English Civil War. In the battle, Sir Thomas Fairfax in command of a Parliamentarian relief force defeated Lord Byron and the Royalists."
Naoussa1946,Greece,37.1235743,25.238722,712,Naoussa,1946,"['Macedonia', 'Deskarti']",Greek Civil War,Greek Communists,Greek Government,,,,Land,,No,,,,No description available
Naoussa1948-1949,Greece,37.1235743,25.238722,712,Naoussa,1948-1949,"['Greece', 'Naoussa', 'Nouassas']",Greek Civil War,Greek Government,Greek Communists,,,,Land,,No,,,,No description available
Napata-593,Sudan,18.5625508,31.8471662,712,Napata,-593,"['Egyptian', 'Nubian']",Egyptian-Nubian War,Egypt,Nubia,,,,Land,,Battle followed by massacre,For location https://www.britannica.com/place/Napata,,,No description available
Napata-23,Egypt,18.5625508,31.8471662,713,Napata,-23,"['Meroite', 'Primis', 'Napata', 'Napata', 'Rome']",Roman-Nubian War,Rome,Nubia,,,2.0,Land,,Battle followed by massaccre,,,,No description available
Naples1284,Italy,40.8517983,14.26812,713,Naples,1284,"['Sicilian', 'Aragon', 'Naples', 'Aragonese', 'Loria', 'Sicily', 'Aragon']",War of the Sicilian Vespers,Aragon,Angevins,,,,Sea,,No,,,,No description available
Naples1442,Italy,40.8517983,14.26812,713,Naples,1442,"['Bulgneville', 'Italy', 'Kingdom', 'Naples', 'Aragon', 'France']",Aragon's Conquest of Naples,Aragon,Angevins,,,,Land,,No,,,,No description available
Naples1528,Italy,40.8517983,14.26812,713,Naples,1528,"['Genoese', 'French', 'Naples', 'Spanish', 'Naples', 'Sicily']",2nd Habsburg Valois War,Genoa,Habsburg Empire,,,,Sea,,No,,,,No description available
Naples1647,Italy,40.8517983,14.26812,713,Naples,1647,"['Spanish', 'Arcos', 'Naples', 'Spain', 'Palermo']",Masaniello's Insurrection,Spain,Neapolitan Rebels,,,,Land,,No,,,,No description available
Naples1799,Italy,40.8517983,14.26812,713,Naples,1799,"['French', 'Neapolitan', 'French', 'French']",French Revolutionary Wars (1st Coalition),France,Naples,,,,Land,,No,,,,No description available
Naples1943,Italy,40.8517983,14.26812,713,Naples,1943,"['Anglo-American', 'Naples', 'Germans', 'Naples', 'Volturno']",World War II,"United Kingdom, United States",Germany,,,,Land,,No,,,,No description available
Napue1714,Finland,62.9764403,22.3517161,"Clodfelter, p89",Napue,1714,,2nd Great Northern War,Sweden,Russia,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p89",,,"The Battle of Napue or the Battle of Storkyro / Isokyrö (Finnish: Napuen taistelu, Swedish: Slaget vid Storkyro, ‹See Tfd›Russian: Битва при Лапполе/Стуркюро) was fought on 19 February 1714 (O.S.) / 2 March 1714 (N.S.) at the villages of Napue and Laurola in the Isokyrö parish of the Swedish Empire (modern Finland) between the Swedish Empire and the Tsardom of Russia. It was the final land battle of the Finnish campaign in the Great Northern War. The Swedish detachment, consisting almost entirely of Finnish troops, were defeated by the numerically superior Russian force. As a result, all of Finland fell under Russian military occupation for the rest of the War; a seven-year period of hardship known in Finland as the Great Wrath."
Narbonne436-437,France,43.184277,3.003078,713,Narbonne,436-437,"['Roman Empire', 'Rome', 'Arles']",Goth Invasion of the Roman Empire,,,,,,Land,,No,,,,Battle of Narbonne may refer to:
Naris1904,Namibia,-23.6999797,17.1245782,714,Naris,1904,"['German', 'German', 'Naris', 'Vaalgras']",German Colonial Wars in Africa,Germany,Nama Tribe,,,,Land,,No,,,,No description available
Narmada620,India,22.333526,77.1259275,714,Narmada,620,"['Indian', 'India', 'Deccan', 'Narmada', 'Chalukya', 'Narmada', 'Harsha']",Indian Dynastic Wars,Chalukya,Kanauj,,,,Land,,No,,,,"The Battle of Narmada (Kannada: ನರ್ಮದೆ ಕದನ) was fought between king Pulakeshin II of Chalukya dynasty and king Harshavardhana of Pushyabhuti dynasty on the banks of the river Narmada, India. The battle resulted in the great victory of Pulakeshin II and the retreat of Harsha and his forces"
Narnaul1857,India,28.0657961,76.1014781,714,Narnaul,1857,"['Indian', 'Delhi']",Indian Mutiny,United Kingdom,Indian Rebels,,,1.0,Land,,No,,1,,"Narnaul is a city, a Municipal Council, and location of headquarters of the Mahendragarh district in the Indian state of Haryana. It is located in the National Capital Region of India."
Narrow Seas1602,United Kingdom,50.8938344,1.0392483,714,Narrow Seas,1602,"['English', 'Spanish']",Netherlands War of Independence,"Netherlands, England",Spain,,,,Sea,,No,,,,No description available
Narungombe1917,Tanzania,-10.016667,38.866667,714,Narungombe,1917,"['German', 'East Africa', 'British', 'South African', 'Germans']",World War I,"United Kingdom, South Africa",Germany,,,,Land,,No,,,,The Battle of Narungombe was fought between the German Empire and Portugal during the East African Campaign of World War I.
Narva1558,Estonia,59.3796931,28.1790751,714,Narva,1558,"['Livonia', 'Russia', 'Livonians', 'Narva', 'Russian', 'Narva']",Livonian War,Livonian Order,Russia,,,,Land,,No,,,,Battle of Narva may refer to:
Narva1581,Estonia,59.3796931,28.1790751,714,Narva,1581,"['Poland', 'Moscow', 'Livonia', 'Swedish', 'French', 'Russian', 'Karelia', 'Estonia', 'Narva', 'Polish', 'Pskov']",Livonian War,Sweden,Russia,,,2.0,Land,,Battle followed by massacre,"Clodfelter, Warfare and Armed Conflict, p22",,,Battle of Narva may refer to:
Narva1700,Estonia,59.3796931,28.1790751,714,Narva,1700,"['Narva', 'Sweden', 'Denmark', 'Russian', 'Estonian']",2nd Great Northern War,Sweden,Russia,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p87",,,Battle of Narva may refer to:
Narva1704,Estonia,59.3796931,28.1790751,715,Narva,1704,"['Russia', 'Baltic', 'Narva', 'Swedish', 'Scottish', 'Dorpat', 'Narva']",2nd Great Northern War,Russia,Sweden,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p88",,,Battle of Narva may refer to:
